나초,Bakery/Dessert/Snack
팬케이크,Bakery/Dessert/Snack
부침가루,Bakery/Dessert/Snack
파파담,Bakery/Dessert/Snack
피타,Bakery/Dessert/Snack
피타빵,Bakery/Dessert/Snack
팝콘,Bakery/Dessert/Snack
감자빵,Bakery/Dessert/Snack
파운드케이크,Bakery/Dessert/Snack
프랄린,Bakery/Dessert/Snack
브레첼,Bakery/Dessert/Snack
푸딩,Bakery/Dessert/Snack
퍼프페이스트리,Bakery/Dessert/Snack
품퍼니켈,Bakery/Dessert/Snack
리츠크래커,Bakery/Dessert/Snack
라이브레드,Bakery/Dessert/Snack
소다크래커,Bakery/Dessert/Snack
스콘,Bakery/Dessert/Snack
쇼트브레드,Bakery/Dessert/Snack
설탕호박,Bakery/Dessert/Snack
스위트브레드,Bakery/Dessert/Snack
웨이퍼,Bakery/Dessert/Snack
와플,Bakery/Dessert/Snack
와플믹스,Bakery/Dessert/Snack
흰빵,Bakery/Dessert/Snack
화이트초콜릿,Bakery/Dessert/Snack
통밀빵,Bakery/Dessert/Snack
애플사이다,Beverage
사과주스,Beverage
매실액,Beverage
비트주스,Beverage
끓음,Beverage
드립커피,Beverage
당근주스,Beverage
사과주,Beverage
클라마토,Beverage
코코넛워터,Beverage
커피,Beverage
코카콜라,Beverage
콜라,Beverage
크랜베리주스,Beverage
크림소다,Beverage
에스프레소,Beverage
포도주스,Beverage
그레이프프루트주스,Beverage
녹차,Beverage
핫초콜릿,Beverage
핫커피,Beverage
온수난방,Beverage
얼음물,Beverage
냉차,Beverage
인스턴트커피,Beverage
자스민차,Beverage
주스,Beverage
레몬즙,Beverage
레모네이드,Beverage
라임주스,Beverage
망고주스,Beverage
오렌지주스,Beverage
패션프루트주스,Beverage
복숭아주스,Beverage
넥타,Beverage
펩시,Beverage
파인애플주스,Beverage
석류주스,Beverage
쌀뜨물,Beverage
루트비어,Beverage
탄산수,Beverage
스프라이트,Beverage
딸기주스,Beverage
수돗물,Beverage
차,Beverage
토마토주스,Beverage
토닉워터,Beverage
물,Beverage
유자나무,Beverage
압생트,BeverageAlcoholic
상면발효맥주,BeverageAlcoholic
매실주,BeverageAlcoholic
아쿠아비트,BeverageAlcoholic
아르마냐크,BeverageAlcoholic
바나나리큐르,BeverageAlcoholic
맥주,BeverageAlcoholic
버번위스키,BeverageAlcoholic
브랜디,BeverageAlcoholic
부르고뉴포도주,BeverageAlcoholic
칼바도스,BeverageAlcoholic
캄파리,BeverageAlcoholic
샤블리포도주,BeverageAlcoholic
커피리큐르,BeverageAlcoholic
코냑,BeverageAlcoholic
맛술,BeverageAlcoholic
둥켈,BeverageAlcoholic
드람부이,BeverageAlcoholic
과실주,BeverageAlcoholic
갈리아노,BeverageAlcoholic
진,BeverageAlcoholic
진저에일,BeverageAlcoholic
진저비어,BeverageAlcoholic
에탄올,BeverageAlcoholic
그랑마르니에,BeverageAlcoholic
그라파,BeverageAlcoholic
예거마이스터,BeverageAlcoholic
칼루아,BeverageAlcoholic
케피르,BeverageAlcoholic
키르슈바서,BeverageAlcoholic
증류주,BeverageAlcoholic
메스칼,BeverageAlcoholic
우조,BeverageAlcoholic
페일에일,BeverageAlcoholic
파스티스,BeverageAlcoholic
피스코,BeverageAlcoholic
포르투포도주,BeverageAlcoholic
적포도주,BeverageAlcoholic
청주,BeverageAlcoholic
럼,BeverageAlcoholic
스카치위스키,BeverageAlcoholic
스카치보넷,BeverageAlcoholic
셰리,BeverageAlcoholic
데킬라,BeverageAlcoholic
보드카,BeverageAlcoholic
위스키,BeverageAlcoholic
포도주,BeverageAlcoholic
엔젤헤어파스타,Cereal/Crop/Bean
아르보리오,Cereal/Crop/Bean
팥,Cereal/Crop/Bean
꼬마옥수수,Cereal/Crop/Bean
베이크트빈즈,Cereal/Crop/Bean
보리,Cereal/Crop/Bean
콩,Cereal/Crop/Bean
당면,Cereal/Crop/Bean
흑미,Cereal/Crop/Bean
메밀,Cereal/Crop/Bean
불구르,Cereal/Crop/Bean
칸넬로니,Cereal/Crop/Bean
카펠리니,Cereal/Crop/Bean
케이퍼,Cereal/Crop/Bean
카바텔리,Cereal/Crop/Bean
시리얼,Cereal/Crop/Bean
병아리콩,Cereal/Crop/Bean
베산,Cereal/Crop/Bean
칠리콘카르네,Cereal/Crop/Bean
쌀밥,Cereal/Crop/Bean
옥수수,Cereal/Crop/Bean
토르티야,Cereal/Crop/Bean
옥수수녹말,Cereal/Crop/Bean
옥수숫가루,Cereal/Crop/Bean
크랜베리빈,Cereal/Crop/Bean
크림콘,Cereal/Crop/Bean
풋콩,Cereal/Crop/Bean
페투치네,Cereal/Crop/Bean
곡분,Cereal/Crop/Bean
밀토르티아,Cereal/Crop/Bean
풋강낭콩,Cereal/Crop/Bean
볶음밥,Cereal/Crop/Bean
푸실리,Cereal/Crop/Bean
찹쌀,Cereal/Crop/Bean
곡물,Cereal/Crop/Bean
흰강낭콩,Cereal/Crop/Bean
옥수수죽,Cereal/Crop/Bean
히까마,Cereal/Crop/Bean
호라산밀,Cereal/Crop/Bean
라사냐,Cereal/Crop/Bean
렌즈콩,Cereal/Crop/Bean
링귀네,Cereal/Crop/Bean
로메인,Cereal/Crop/Bean
줄콩,Cereal/Crop/Bean
마카,Cereal/Crop/Bean
마카다미아,Cereal/Crop/Bean
마카로니,Cereal/Crop/Bean
서곡,Cereal/Crop/Bean
즉석밥,Cereal/Crop/Bean
요리용떡,Cereal/Crop/Bean
몰라세스,Cereal/Crop/Bean
국수,Cereal/Crop/Bean
귀리,Cereal/Crop/Bean
귀리기울,Cereal/Crop/Bean
오트밀,Cereal/Crop/Bean
비지,Cereal/Crop/Bean
오레키에테,Cereal/Crop/Bean
오르조,Cereal/Crop/Bean
파스타,Cereal/Crop/Bean
파스타,Cereal/Crop/Bean
파스타면,Cereal/Crop/Bean
셰흐리예,Cereal/Crop/Bean
펜네,Cereal/Crop/Bean
부카티니,Cereal/Crop/Bean
필로,Cereal/Crop/Bean
중력분,Cereal/Crop/Bean
포리지,Cereal/Crop/Bean
감자녹말,Cereal/Crop/Bean
퀴노아,Cereal/Crop/Bean
라디아토리,Cereal/Crop/Bean
생쌀,Cereal/Crop/Bean
키드니빈,Cereal/Crop/Bean
리프라이드빈,Cereal/Crop/Bean
쌀,Cereal/Crop/Bean
쌀가루,Cereal/Crop/Bean
쌀국수,Cereal/Crop/Bean
미펀,Cereal/Crop/Bean
리조또,Cereal/Crop/Bean
호밀가루,Cereal/Crop/Bean
사프란,Cereal/Crop/Bean
사고,Cereal/Crop/Bean
스노피,Cereal/Crop/Bean
소바,Cereal/Crop/Bean
소면,Cereal/Crop/Bean
수수새속,Cereal/Crop/Bean
대두,Cereal/Crop/Bean
스파게티,Cereal/Crop/Bean
스파게티면,Cereal/Crop/Bean
스펠트밀,Cereal/Crop/Bean
녹말,Cereal/Crop/Bean
백미,Cereal/Crop/Bean
초밥,Cereal/Crop/Bean
스위트콘,Cereal/Crop/Bean
타말,Cereal/Crop/Bean
비둘기콩,Cereal/Crop/Bean
토르텔리니,Cereal/Crop/Bean
토스타다,Cereal/Crop/Bean
우동,Cereal/Crop/Bean
베르미첼리,Cereal/Crop/Bean
밀기울,Cereal/Crop/Bean
곡물의씨눈,Cereal/Crop/Bean
밀가루,Cereal/Crop/Bean
커널옥수수,Cereal/Crop/Bean
통밀가루,Cereal/Crop/Bean
줄속,Cereal/Crop/Bean
아몬드밀크,Dairy
미국산치즈,Dairy
아시아고,Dairy
블루치즈,Dairy
브리,Dairy
버펄로모차렐라,Dairy
버터,Dairy
버터밀크,Dairy
카초카발로,Dairy
무당연유,Dairy
체다치즈,Dairy
치즈,Dairy
치즈커드,Dairy
슬라이스치즈,Dairy
치즈위즈,Dairy
카카오버터,Dairy
코코넛밀크,Dairy
연유,Dairy
코티지치즈,Dairy
크림,Dairy
크림치즈,Dairy
코코넛크림,Dairy
타르타르크림,Dairy
땅콩버터,Dairy
커드,Dairy
커스터드,Dairy
가루우유,Dairy
페타,Dairy
페타치즈,Dairy
폰티나,Dairy
폰티나,Dairy
프로마쥬블랑,Dairy
프로즌요구르트,Dairy
염소젖치즈,Dairy
고르곤졸라,Dairy
하우다치즈,Dairy
그뤼예르,Dairy
그뤼예르치즈,Dairy
하바르티,Dairy
만체고치즈,Dairy
마스카포네,Dairy
마스카포네치즈,Dairy
유즙,Dairy
몬테레이잭,Dairy
모짜렐라치즈,Dairy
뮌스터치즈,Dairy
나초치즈,Dairy
뇌프샤텔,Dairy
저지방우유,Dairy
저지방요거트,Dairy
파르미지아노레지아노,Dairy
필라델피아크림치즈,Dairy
피멘토치즈,Dairy
피자치즈,Dairy
가공치즈,Dairy
프로볼로네,Dairy
퀘소블랑코,Dairy
퀘소블랑코,Dairy
리코타치즈,Dairy
로마노치즈,Dairy
로크포르,Dairy
루타바가,Dairy
체다,Dairy
쇼트닝,Dairy
생크림,Dairy
셔벗,Dairy
사워크림,Dairy
치즈아날로그,Dairy
콩요거트,Dairy
두유,Dairy
스틸턴,Dairy
스위스치즈,Dairy
무염버터,Dairy
바닐라아이스크림,Dairy
유청,Dairy
휘핑크림,Dairy
요구르트,Dairy
요거트,Dairy
스튜,Dish/EndProduct
브레드푸딩,Dish/EndProduct
불구르,Dish/EndProduct
부리토,Dish/EndProduct
칼라마리,Dish/EndProduct
카포나타,Dish/EndProduct
처트니,Dish/EndProduct
콜슬로우,Dish/EndProduct
쿠스쿠스,Dish/EndProduct
크림수프,Dish/EndProduct
크렘앙글레즈,Dish/EndProduct
크렘드카시스,Dish/EndProduct
크렘프레슈,Dish/EndProduct
크레프,Dish/EndProduct
커리,Dish/EndProduct
덤플링,Dish/EndProduct
에스카르고,Dish/EndProduct
감자튀김,Dish/EndProduct
뇨키,Dish/EndProduct
햄버거,Dish/EndProduct
핫도그,Dish/EndProduct
훔무스,Dish/EndProduct
가마보코,Dish/EndProduct
마르살라,Dish/EndProduct
미트로프,Dish/EndProduct
뮤즐리,Dish/EndProduct
버섯크림수프,Dish/EndProduct
어니언링,Dish/EndProduct
양파수프,Dish/EndProduct
파테,Dish/EndProduct
피코데가요,Dish/EndProduct
피에로기,Dish/EndProduct
폴렌타,Dish/EndProduct
포솔레,Dish/EndProduct
포트로스트,Dish/EndProduct
감자샐러드,Dish/EndProduct
라이타,Dish/EndProduct
라비올리,Dish/EndProduct
루,Dish/EndProduct
타프나드,Dish/EndProduct
두부,Dish/EndProduct
토마토수프,Dish/EndProduct
혼합채소수프,Dish/EndProduct
베지버거,Dish/EndProduct
훈툰,Dish/EndProduct
아몬드오일,EssentialOil/Fat
아보카도유,EssentialOil/Fat
베이컨기름,EssentialOil/Fat
카놀라유,EssentialOil/Fat
시나몬오일,EssentialOil/Fat
코코넛기름,EssentialOil/Fat
식용유,EssentialOil/Fat
옥수수기름,EssentialOil/Fat
지방,EssentialOil/Fat
아마인유,EssentialOil/Fat
기,EssentialOil/Fat
포도씨유,EssentialOil/Fat
라드,EssentialOil/Fat
엿기름,EssentialOil/Fat
겨자유,EssentialOil/Fat
올리브유,EssentialOil/Fat
땅콩기름,EssentialOil/Fat
겨기름,EssentialOil/Fat
홍화유,EssentialOil/Fat
슈몰츠,EssentialOil/Fat
참기름,EssentialOil/Fat
해바라기씨유,EssentialOil/Fat
베지터블오일,EssentialOil/Fat
호두기름,EssentialOil/Fat
암모니아,ETC
블리치,ETC
브로일러,ETC
목탄,ETC
물까마귀과,ETC
에리스리톨,ETC
프럭토스,ETC
글리세린,ETC
글리세롤,ETC
마가린,ETC
얼음,ETC
각얼음,ETC
파라핀,ETC
펙틴,ETC
펜,ETC
쿼크,ETC
레닛,ETC
리본,ETC
꼬챙이,ETC
접착테이프,ETC
티백,ETC
이쑤시개,ETC
보라,ETC
비타민,ETC
탄산나트륨,ETC
아마란스그레인,Flower
콜리플라워,Flower
장미,Flower
로즈메리,Flower
사과,Fruit
매실,Fruit
배나무,Fruit
아보카도,Fruit
바나나,Fruit
장과,Fruit
여주,Fruit
블랙베리,Fruit
블러드오렌지,Fruit
블루베리,Fruit
당과,Fruit
칸탈루프,Fruit
카람볼라,Fruit
방울토마토,Fruit
코코넛,Fruit
사과나무속,Fruit
드라이크랜베리,Fruit
넌출월귤아속,Fruit
드라이크랜베리,Fruit
무화과,Fruit
건과,Fruit
건라임,Fruit
푸룬,Fruit
딱총나무속,Fruit
열매,Fruit
과일샐러드,Fruit
고지,Fruit
그라니스미스,Fruit
포도,Fruit
그레이프프루트,Fruit
풋사과,Fruit
청포도,Fruit
감로메론,Fruit
허클베리,Fruit
잭프루트,Fruit
키위,Fruit
콤쿠아트,Fruit
레몬,Fruit
레몬제스트,Fruit
라임,Fruit
월귤,Fruit
리치,Fruit
망고,Fruit
마라스키노체리,Fruit
마멀레이드,Fruit
멜론,Fruit
메를로,Fruit
승도,Fruit
오렌지,Fruit
제스트,Fruit
파파야,Fruit
패션프루트,Fruit
복숭아,Fruit
배나무속,Fruit
감,Fruit
파인애플,Fruit
플랜틴,Fruit
자두,Fruit
플럼토마토,Fruit
석류나무,Fruit
서양자두,Fruit
퓌레,Fruit
마르멜루,Fruit
건포도,Fruit
라즈베리파이,Fruit
로마토마토,Fruit
설태너,Fruit
여름호박,Fruit
수박,Fruit
멜론볼,Fruit
밀쌀,Fruit
겨울호박,Fruit
이스트,Fungus
새송이,Fungus
표고버섯,Fungus
드라이이스트,Fungus
팽이버섯,Fungus
큰느타리버섯,Fungus
잎새버섯,Fungus
양송이버섯,Fungus
버섯,Fungus
느타리버섯,Fungus
표고,Fungus
트러플,Fungus
목이,Fungus
효모,Fungus
효모추출물,Fungus
베이컨,Meat/AnimalProduct
소고기,Meat/AnimalProduct
사골곰탕,Meat/AnimalProduct
소육수,Meat/AnimalProduct
부채살,Meat/AnimalProduct
드리핑,Meat/AnimalProduct
소염통,Meat/AnimalProduct
육포,Meat/AnimalProduct
소분쇄육,Meat/AnimalProduct
소고기갈비,Meat/AnimalProduct
사태,Meat/AnimalProduct
아롱사태,Meat/AnimalProduct
소갈비,Meat/AnimalProduct
목심,Meat/AnimalProduct
우설,Meat/AnimalProduct
브라트부르스트,Meat/AnimalProduct
브레사올라,Meat/AnimalProduct
브리스킷,Meat/AnimalProduct
카포콜로,Meat/AnimalProduct
거세닭,Meat/AnimalProduct
닭,Meat/AnimalProduct
닭가슴살,Meat/AnimalProduct
닭육수,Meat/AnimalProduct
치킨팻,Meat/AnimalProduct
모래주머니,Meat/AnimalProduct
닭고기,Meat/AnimalProduct
닭소세지,Meat/AnimalProduct
닭고기수프,Meat/AnimalProduct
치킨텐더,Meat/AnimalProduct
닭넓적다리,Meat/AnimalProduct
초리조,Meat/AnimalProduct
척로스트,Meat/AnimalProduct
대구,Meat/AnimalProduct
콩소메,Meat/AnimalProduct
염장소고기,Meat/AnimalProduct
코니시종,Meat/AnimalProduct
큐브스테이크,Meat/AnimalProduct
사슴,Meat/AnimalProduct
오리고기,Meat/AnimalProduct
오리가슴살,Meat/AnimalProduct
덕꽁피,Meat/AnimalProduct
오리지방,Meat/AnimalProduct
계란,Meat/AnimalProduct
계란대체품,Meat/AnimalProduct
달걀물,Meat/AnimalProduct
흰자,Meat/AnimalProduct
에그노그,Meat/AnimalProduct
필레미뇽,Meat/AnimalProduct
플랭크스테이크,Meat/AnimalProduct
플랫아이언스테이크,Meat/AnimalProduct
프랭크,Meat/AnimalProduct
프랑크푸르터뷔르스트헨,Meat/AnimalProduct
염소고기,Meat/AnimalProduct
기러기,Meat/AnimalProduct
바비큐치킨,Meat/AnimalProduct
소분쇄육,Meat/AnimalProduct
다짐육,Meat/AnimalProduct
채끝,Meat/AnimalProduct
간터키,Meat/AnimalProduct
햄,Meat/AnimalProduct
햄혹,Meat/AnimalProduct
햄버거패티,Meat/AnimalProduct
이탈리안소세지,Meat/AnimalProduct
키에우바사,Meat/AnimalProduct
크나크워스트,Meat/AnimalProduct
어린양고기,Meat/AnimalProduct
양갈비,Meat/AnimalProduct
양다리,Meat/AnimalProduct
간,Meat/AnimalProduct
리버우르스트,Meat/AnimalProduct
재우기,Meat/AnimalProduct
고기,Meat/AnimalProduct
고기완자,Meat/AnimalProduct
민스미트,Meat/AnimalProduct
모타델라,Meat/AnimalProduct
양고기,Meat/AnimalProduct
쇠꼬리,Meat/AnimalProduct
판체타,Meat/AnimalProduct
파스트라미,Meat/AnimalProduct
페퍼로니,Meat/AnimalProduct
꿩류,Meat/AnimalProduct
돼지,Meat/AnimalProduct
비둘기,Meat/AnimalProduct
족발,Meat/AnimalProduct
잭슨폴록,Meat/AnimalProduct
돼지고기,Meat/AnimalProduct
돼지고기삼겹살,Meat/AnimalProduct
폭찹,Meat/AnimalProduct
돈까스,Meat/AnimalProduct
돼지간,Meat/AnimalProduct
돼지등심,Meat/AnimalProduct
폭립,Meat/AnimalProduct
돼지껍데기,Meat/AnimalProduct
돼지고기소세지,Meat/AnimalProduct
돼지목살,Meat/AnimalProduct
돼지안심,Meat/AnimalProduct
가금,Meat/AnimalProduct
프로슈토,Meat/AnimalProduct
메추리,Meat/AnimalProduct
메추리알,Meat/AnimalProduct
토끼고기,Meat/AnimalProduct
립아이스테이크,Meat/AnimalProduct
로스트비프,Meat/AnimalProduct
라운드스테이크,Meat/AnimalProduct
살라미,Meat/AnimalProduct
솔트포크,Meat/AnimalProduct
비엔나소세지,Meat/AnimalProduct
하몬,Meat/AnimalProduct
채끝살,Meat/AnimalProduct
스커트스테이크,Meat/AnimalProduct
스팸,Meat/AnimalProduct
갈비,Meat/AnimalProduct
비둘기고기,Meat/AnimalProduct
다람쥐과,Meat/AnimalProduct
스테이크,Meat/AnimalProduct
수엣,Meat/AnimalProduct
소안심,Meat/AnimalProduct
양,Meat/AnimalProduct
칠면조,Meat/AnimalProduct
터키베이컨,Meat/AnimalProduct
터키햄,Meat/AnimalProduct
칠면조고기,Meat/AnimalProduct
송아지고기,Meat/AnimalProduct
사슴고기,Meat/AnimalProduct
도토리,Nut/Seed
아몬드,Nut/Seed
흑겨자,Nut/Seed
깨,Nut/Seed
카카오,Nut/Seed
캔들넛,Nut/Seed
아지바인,Nut/Seed
캐슈,Nut/Seed
밤나무속,Nut/Seed
치아시드,Nut/Seed
아마,Nut/Seed
은행나무,Nut/Seed
개암,Nut/Seed
연씨,Nut/Seed
호로파,Nut/Seed
혼합견과류,Nut/Seed
흑쿠민,Nut/Seed
육두구,Nut/Seed
땅콩,Nut/Seed
브리틀,Nut/Seed
피칸,Nut/Seed
호박씨,Nut/Seed
잣,Nut/Seed
피스타치오,Nut/Seed
양귀비씨,Nut/Seed
캐슈나무,Nut/Seed
납작귀리,Nut/Seed
참깨,Nut/Seed
호두,Nut/Seed
남방개,Nut/Seed
통깨,Nut/Seed
겨자씨,Nut/Seed
우무,Plant/Vegetable
용설란,Plant/Vegetable
아지바인,Plant/Vegetable
자주개자리,Plant/Vegetable
당귀속,Plant/Vegetable
아티초크,Plant/Vegetable
로켓샐러드,Plant/Vegetable
아스파라거스,Plant/Vegetable
미니당근,Plant/Vegetable
펄어니언,Plant/Vegetable
구운감자,Plant/Vegetable
죽순,Plant/Vegetable
바나나잎,Plant/Vegetable
바나나고추,Plant/Vegetable
매자나무속,Plant/Vegetable
바질,Plant/Vegetable
월계수잎,Plant/Vegetable
비프스테이크토마토,Plant/Vegetable
비트그린,Plant/Vegetable
비트,Plant/Vegetable
감초사탕,Plant/Vegetable
홍차,Plant/Vegetable
청경채,Plant/Vegetable
빵나무,Plant/Vegetable
브로콜리,Plant/Vegetable
브로콜리니,Plant/Vegetable
방울다다기양배추,Plant/Vegetable
우엉,Plant/Vegetable
버터넛스쿼시,Plant/Vegetable
양배추,Plant/Vegetable
토마토통조림,Plant/Vegetable
카르둔,Plant/Vegetable
당근,Plant/Vegetable
카사바,Plant/Vegetable
육계나무,Plant/Vegetable
라키나토케일,Plant/Vegetable
셀러리악,Plant/Vegetable
셀러리,Plant/Vegetable
마살라차이,Plant/Vegetable
차요테,Plant/Vegetable
처빌,Plant/Vegetable
얼갈이배추,Plant/Vegetable
부추,Plant/Vegetable
썬토마토,Plant/Vegetable
채심,Plant/Vegetable
고수,Plant/Vegetable
시트론,Plant/Vegetable
클레멘타인,Plant/Vegetable
코코아,Plant/Vegetable
콜라드그린스,Plant/Vegetable
오이피클,Plant/Vegetable
주키니호박,Plant/Vegetable
오이,Plant/Vegetable
쿨란트로,Plant/Vegetable
까치밥나무속,Plant/Vegetable
커리나무,Plant/Vegetable
무,Plant/Vegetable
딜,Plant/Vegetable
말린매실,Plant/Vegetable
말린오레가노,Plant/Vegetable
햇볕에말린토마토,Plant/Vegetable
가지,Plant/Vegetable
꽃상추,Plant/Vegetable
에파조테,Plant/Vegetable
펜넬,Plant/Vegetable
회향,Plant/Vegetable
고비,Plant/Vegetable
무화과나무,Plant/Vegetable
핑거링감자,Plant/Vegetable
생바질,Plant/Vegetable
차이브,Plant/Vegetable
컬리드엔다이브,Plant/Vegetable
냉동채소,Plant/Vegetable
카이란,Plant/Vegetable
가랑갈,Plant/Vegetable
마늘,Plant/Vegetable
다진마늘,Plant/Vegetable
자르디니에라,Plant/Vegetable
생강,Plant/Vegetable
박류,Plant/Vegetable
멜레게타,Plant/Vegetable
포도잎,Plant/Vegetable
송이토마토,Plant/Vegetable
실파,Plant/Vegetable
하바네로,Plant/Vegetable
야자심,Plant/Vegetable
에어룸토마토,Plant/Vegetable
허브,Plant/Vegetable
에르브드프로방스,Plant/Vegetable
겨자무,Plant/Vegetable
아이스버그레터스,Plant/Vegetable
이탈리안파슬리,Plant/Vegetable
단호박,Plant/Vegetable
카피르라임,Plant/Vegetable
칼라마타올리브,Plant/Vegetable
케일,Plant/Vegetable
호로파잎,Plant/Vegetable
콜라비,Plant/Vegetable
곤약,Plant/Vegetable
칡,Plant/Vegetable
라벤더,Plant/Vegetable
상추,Plant/Vegetable
어린잎채소,Plant/Vegetable
대파,Plant/Vegetable
레몬밤,Plant/Vegetable
레몬바질,Plant/Vegetable
레몬타임,Plant/Vegetable
레몬버베나,Plant/Vegetable
레몬그라스,Plant/Vegetable
양상추,Plant/Vegetable
민감초,Plant/Vegetable
로바지,Plant/Vegetable
토란,Plant/Vegetable
마저럼,Plant/Vegetable
매시드포테이토,Plant/Vegetable
미르푸아,Plant/Vegetable
파드득나물,Plant/Vegetable
미즈나,Plant/Vegetable
숙주,Plant/Vegetable
갓,Plant/Vegetable
배추,Plant/Vegetable
노팔,Plant/Vegetable
김,Plant/Vegetable
오크라,Plant/Vegetable
올리브,Plant/Vegetable
양파,Plant/Vegetable
판단,Plant/Vegetable
파프리카,Plant/Vegetable
파슬리,Plant/Vegetable
파스닙,Plant/Vegetable
빠시야,Plant/Vegetable
포포나무,Plant/Vegetable
완두콩,Plant/Vegetable
페페론치노,Plant/Vegetable
피클,Plant/Vegetable
피망,Plant/Vegetable
감자,Plant/Vegetable
홀스래디시,Plant/Vegetable
차전자,Plant/Vegetable
호박,Plant/Vegetable
적채,Plant/Vegetable
쇠비름,Plant/Vegetable
라디키오,Plant/Vegetable
열무,Plant/Vegetable
무순,Plant/Vegetable
래피니,Plant/Vegetable
적양배추,Plant/Vegetable
청양고추,Plant/Vegetable
적상추,Plant/Vegetable
고추플레이크,Plant/Vegetable
루바브,Plant/Vegetable
로켓,Plant/Vegetable
로메인상추,Plant/Vegetable
세이지,Plant/Vegetable
잎채소,Plant/Vegetable
자우어크라우트,Plant/Vegetable
사보이양배추,Plant/Vegetable
쪽파,Plant/Vegetable
밀글루텐,Plant/Vegetable
세몰리나,Plant/Vegetable
샬롯,Plant/Vegetable
소엽,Plant/Vegetable
수영,Plant/Vegetable
국수호박,Plant/Vegetable
시금치,Plant/Vegetable
스피룰리나,Plant/Vegetable
완두짜개,Plant/Vegetable
팔각,Plant/Vegetable
딸기,Plant/Vegetable
붉나무속,Plant/Vegetable
세이보리,Plant/Vegetable
순무,Plant/Vegetable
스위트어니언,Plant/Vegetable
단고추,Plant/Vegetable
고구마,Plant/Vegetable
근대,Plant/Vegetable
탄젤로,Plant/Vegetable
타피오카,Plant/Vegetable
타라곤,Plant/Vegetable
테이터탓츠,Plant/Vegetable
다채,Plant/Vegetable
테프,Plant/Vegetable
템페,Plant/Vegetable
타이바질,Plant/Vegetable
새눈고추,Plant/Vegetable
타임,Plant/Vegetable
토마티요,Plant/Vegetable
토마토,Plant/Vegetable
토마토퓌레,Plant/Vegetable
터머릭,Plant/Vegetable
래디시,Plant/Vegetable
바닐라,Plant/Vegetable
채소,Plant/Vegetable
물냉이,Plant/Vegetable
얌,Plant/Vegetable
참마,Plant/Vegetable
진판델,Plant/Vegetable
애호박,Plant/Vegetable
